Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
Oklahoma,2020-06-23,10734,369,7648,2717,NA
Oregon,2020-06-23,7083,192,2588,4303,NA
Pennsylvania,2020-06-23,86628,6436,64105,16045,NA
Rhode Island,2020-06-23,16459,946,1554,14002,NA
South Carolina,2020-06-23,25666,659,10790,14217,NA
South Dakota,2020-06-23,6326,81,5437,808,NA
Tennessee,2020-06-23,35553,531,23567,11455,NA
Texas,2020-06-23,118222,2317,69190,46393,NA
Utah,2020-06-23,17906,158,9863,7885,NA
Vermont,2020-06-23,1163,56,926,181,NA
Virginia,2020-06-23,58465,1620,7663,49182,NA
Washington,2020-06-23,29394,1253,NA,27594,NA
West Virginia,2020-06-23,2552,89,1681,782,NA
Wisconsin,2020-06-23,25068,745,19543,4780,NA
Wyoming,2020-06-23,1230,20,931,279,NA
Alabama,2021-06-23,549013,11311,NA,NA,2.060242653634796
Alaska,2021-06-23,70963,373,NA,NA,0.5256260304665812
Arizona,2021-06-23,890533,17858,NA,NA,2.005315917546009
Arkansas,2021-06-23,346180,5884,NA,NA,1.6996938009128202
California,2021-06-23,3810808,63278,NA,NA,1.6629806592197771
Colorado,2021-06-23,554473,6740,NA,NA,1.2155686570851962
Connecticut,2021-06-23,348802,8271,NA,NA,2.3712593391092938
Delaware,2021-06-23,109577,1691,NA,NA,1.543207059875704
District of Columbia,2021-06-23,49275,1141,NA,NA,2.3155758498224253
Florida,2021-06-23,2354416,37555,NA,NA,1.5950876990302478
Georgia,2021-06-23,1131583,21329,NA,NA,1.8848816215867503
Hawaii,2021-06-23,37387,513,NA,NA,1.372134699227004
Idaho,2021-06-23,194367,2140,NA,NA,1.10100994510385
Illinois,2021-06-23,1389634,25598,NA,NA,1.8420677674841
Indiana,2021-06-23,751826,13811,NA,NA,1.83699419812563
Iowa,2021-06-23,373223,6117,NA,NA,1.6389665159971385
Kansas,2021-06-23,317756,5129,NA,NA,1.6141315978297814
Kentucky,2021-06-23,463873,7194,NA,NA,1.5508555143325866
Louisiana,2021-06-23,478464,10699,NA,NA,2.2361138978063138
Maine,2021-06-23,68866,854,NA,NA,1.2400894490750152
Maryland,2021-06-23,461828,9715,NA,NA,2.103597010142304
Massachusetts,2021-06-23,709476,17975,NA,NA,2.533559979477812
Michigan,2021-06-23,998641,20912,NA,NA,2.094045808253417
Minnesota,2021-06-23,604687,7643,NA,NA,1.2639597014653865
Mississippi,2021-06-23,320174,7390,NA,NA,2.308119959771874
Missouri,2021-06-23,618713,9664,NA,NA,1.5619519874319758
Montana,2021-06-23,113341,1655,NA,NA,1.4601953397270184
Nebraska,2021-06-23,224103,2257,NA,NA,1.0071261875119923
Nevada,2021-06-23,329915,5653,NA,NA,1.7134716517890969
New Hampshire,2021-06-23,99348,1368,NA,NA,1.3769778958811452
New Jersey,2021-06-23,1021554,26392,NA,NA,2.583514919426677
New Mexico,2021-06-23,205058,4330,NA,NA,2.1115976943108783
New York,2021-06-23,2112388,53423,NA,NA,2.538927507635908
North Carolina,2021-06-23,1011100,13382,NA,NA,1.323509049549995
North Dakota,2021-06-23,110598,1557,NA,NA,1.407801226061954
Ohio,2021-06-23,1109374,20433,NA,NA,1.8220185437913636
Oklahoma,2021-06-23,456148,7354,NA,NA,1.6121960416356096
Oregon,2021-06-23,207106,2757,NA,NA,1.3312023794578622
Pennsylvania,2021-06-23,1215239,27604,NA,NA,2.271487337058801
Rhode Island,2021-06-23,152443,2726,NA,NA,1.7882093634998
South Carolina,2021-06-23,595813,9804,NA,NA,1.64548272696299
South Dakota,2021-06-23,124446,2027,NA,NA,1.6288189254777172
Tennessee,2021-06-23,866419,12534,NA,NA,1.446644175624034
Texas,2021-06-23,2988388,52150,NA,NA,1.7450879872359282
Utah,2021-06-23,412019,2333,NA,NA,0.5662360230960223
Vermont,2021-06-23,24371,256,NA,NA,1.0504287883139798
Virginia,2021-06-23,678909,11367,NA,NA,1.6743039199657097
Washington,2021-06-23,448142,5843,NA,NA,1.3038278045797984
West Virginia,2021-06-23,163627,2870,NA,NA,1.7539892560518742
Wisconsin,2021-06-23,676931,8067,NA,NA,1.191701960761141
Wyoming,2021-06-23,61704,734,NA,NA,1.1895501102035524
Alabama,2020-06-24,31889,864,15974,14259,NA
Alaska,2020-06-24,776,12,502,246,NA
Arizona,2020-06-24,58378,1396,7746,49236,NA
Arkansas,2020-06-24,16678,237,11220,5221,NA
California,2020-06-24,196541,5622,NA,185851,NA
Colorado,2020-06-24,30893,1665,4342,24870,NA
Connecticut,2020-06-24,45899,4277,7842,33780,NA
Delaware,2020-06-24,10847,557,6554,3789,NA
District of Columbia,2020-06-24,10094,537,1182,8375,NA
Florida,2020-06-24,103503,3238,NA,100265,NA
Georgia,2020-06-24,67810,2695,NA,65115,NA
Hawaii,2020-06-24,819,17,669,133,NA
Idaho,2020-06-24,4254,89,3405,760,NA
Illinois,2020-06-24,137825,6707,NA,131118,NA
Indiana,2020-06-24,42871,2495,32152,8150,NA
Iowa,2020-06-24,26469,689,16579,9201,NA
Kansas,2020-06-24,12537,260,722,11555,NA
Kentucky,2020-06-24,14141,537,3591,10013,NA
Louisiana,2020-06-24,51595,3134,39792,8669,NA
Maine,2020-06-24,2996,102,2443,451,NA
Maryland,2020-06-24,65007,3092,4797,57118,NA
Massachusetts,2020-06-24,107439,7889,NA,99550,NA
Michigan,2020-06-24,68197,6109,49290,12798,NA
Minnesota,2020-06-24,33469,1425,29399,2645,NA
Mississippi,2020-06-24,22898,989,17242,4667,NA
Missouri,2020-06-24,19209,986,NA,18029,NA
Montana,2020-06-24,743,21,566,156,NA
Nebraska,2020-06-24,18099,256,11980,5863,NA
Nevada,2020-06-24,13528,489,658,12381,NA
New Hampshire,2020-06-24,5571,343,4290,938,NA
New Jersey,2020-06-24,170506,13025,29517,127192,NA
New Mexico,2020-06-24,10838,476,4742,5620,NA
New York,2020-06-24,389085,31071,69710,288143,NA
North Carolina,2020-06-24,54639,1296,36921,16422,NA
North Dakota,2020-06-24,3320,78,3008,234,NA
Ohio,2020-06-24,46127,2513,NA,43392,NA
Oklahoma,2020-06-24,11031,371,7888,2772,NA
Oregon,2020-06-24,7274,192,2604,4478,NA
Pennsylvania,2020-06-24,87257,6475,64502,16242,NA
Rhode Island,2020-06-24,16533,953,1562,14065,NA
South Carolina,2020-06-24,26572,673,12317,13582,NA
South Dakota,2020-06-24,6353,83,5497,773,NA
Tennessee,2020-06-24,36303,542,24068,11693,NA
Texas,2020-06-24,123440,2343,70714,49982,NA
Utah,2020-06-24,18300,163,10057,8080,NA
Vermont,2020-06-24,1164,56,927,181,NA
Virginia,2020-06-24,58994,1645,7725,49624,NA
Washington,2020-06-24,29874,1263,NA,28102,NA
West Virginia,2020-06-24,2593,92,1790,711,NA
Wisconsin,2020-06-24,25331,750,19852,4729,NA
Wyoming,2020-06-24,1254,20,953,281,NA
Alabama,2021-06-24,549394,11328,NA,NA,2.061908211593137
Alaska,2021-06-24,71035,374,NA,NA,0.5265010206236362
Arizona,2021-06-24,891023,17868,NA,NA,2.00533544027483
Arkansas,2021-06-24,346569,5887,NA,NA,1.6986516393560878
California,2021-06-24,3811723,63329,NA,NA,1.6639194401062196
Colorado,2021-06-24,554977,6754,NA,NA,1.2169873706477927
Connecticut,2021-06-24,348840,8271,NA,NA,2.371001031991744
Delaware,2021-06-24,109599,1693,NA,NA,1.5447221233770378
District of Columbia,2021-06-24,49284,1141,NA,NA,2.3151529908286665
Florida,2021-06-24,2354416,37555,NA,NA,1.5950876990302478
Georgia,2021-06-24,1131972,21350,NA,NA,1.8860890552063123
Hawaii,2021-06-24,37429,513,NA,NA,1.3705949931871009
Idaho,2021-06-24,194520,2140,NA,NA,1.1001439440674479
Illinois,2021-06-24,1389892,25606,NA,NA,1.8423014162251456
Indiana,2021-06-24,752108,13816,NA,NA,1.8369702223616824
Iowa,2021-06-24,373315,6120,NA,NA,1.63936621887682
Kansas,2021-06-24,318097,5139,NA,NA,1.615544943837886
Kentucky,2021-06-24,464033,7196,NA,NA,1.5507517784295513
Louisiana,2021-06-24,478946,10709,NA,NA,2.23595144337775
Maine,2021-06-24,68879,856,NA,NA,1.242759041217207
Maryland,2021-06-24,461887,9722,NA,NA,2.104843825437824
Massachusetts,2021-06-24,709544,17980,NA,NA,2.5340218506533776
Michigan,2021-06-24,998877,20914,NA,NA,2.0937512826904614
Minnesota,2021-06-24,604758,7648,NA,NA,1.2646380866396143
Mississippi,2021-06-24,320292,7390,NA,NA,2.3072696164749664
Missouri,2021-06-24,619554,9668,NA,NA,1.560477375660556
Montana,2021-06-24,113403,1657,NA,NA,1.4611606394892551
Nebraska,2021-06-24,224156,2259,NA,NA,1.0077802958653794
Nevada,2021-06-24,330362,5654,NA,NA,1.7114559180535291
New Hampshire,2021-06-24,99366,1369,NA,NA,1.3777348388784896
New Jersey,2021-06-24,1021822,26410,NA,NA,2.584598883171433
New Mexico,2021-06-24,205134,4332,NA,NA,2.1117903419228408
New York,2021-06-24,2112649,53430,NA,NA,2.5389451820912985
North Carolina,2021-06-24,1011561,13393,NA,NA,1.3239933133048822
North Dakota,2021-06-24,110614,1557,NA,NA,1.40759759162493
Ohio,2021-06-24,1109697,20439,NA,NA,1.8214882080423755
Oklahoma,2021-06-24,456413,7384,NA,NA,1.6178329714534865
Oregon,2021-06-24,207333,2759,NA,NA,1.330709534902789
Pennsylvania,2021-06-24,1215374,27612,NA,NA,2.2718932608398728
Rhode Island,2021-06-24,152481,2726,NA,NA,1.7877637213816804
South Carolina,2021-06-24,595901,9804,NA,NA,1.6452397294181416
South Dakota,2021-06-24,124471,2029,NA,NA,1.6300985771786198
Tennessee,2021-06-24,866608,12539,NA,NA,1.4469056366892528
Texas,2021-06-24,2989604,52183,NA,NA,1.7454820103264512
Utah,2021-06-24,412546,2336,NA,NA,0.5662398859763518
Vermont,2021-06-24,24379,256,NA,NA,1.0500840887649203
Virginia,2021-06-24,679137,11368,NA,NA,1.673889068037819
Washington,2021-06-24,448945,5889,NA,NA,1.3117419728474535
West Virginia,2021-06-24,163689,2872,NA,NA,1.7545467319123458
Wisconsin,2021-06-24,677048,8077,NA,NA,1.1929730240691945
Wyoming,2021-06-24,61776,740,NA,NA,1.1978761978761978
Alabama,2020-06-25,32878,891,18866,12307,NA
Alaska,2020-06-25,807,12,507,270,NA
Arizona,2020-06-25,60190,1467,7936,50787,NA
Arkansas,2020-06-25,17375,240,11568,5567,NA
California,2020-06-25,201764,5711,NA,190200,NA
Colorado,2020-06-25,31155,1667,4370,25102,NA
Connecticut,2020-06-25,45913,4287,7842,33784,NA
Delaware,2020-06-25,10889,559,6598,3786,NA
District of Columbia,2020-06-25,10128,541,1182,8405,NA
Florida,2020-06-25,109014,3281,NA,105733,NA
Georgia,2020-06-25,69381,2698,NA,66683,NA
Hawaii,2020-06-25,835,17,673,145,NA
Idaho,2020-06-25,4402,89,3484,829,NA
Illinois,2020-06-25,138540,6770,NA,131770,NA
Indiana,2020-06-25,43140,2505,32152,8410,NA
Iowa,2020-06-25,26601,690,16858,9053,NA
Kansas,2020-06-25,12930,261,747,11923,NA
Kentucky,2020-06-25,14363,538,3706,10119,NA
Louisiana,2020-06-25,52477,3152,39792,9533,NA
Maine,2020-06-25,3017,103,2490,424,NA
Maryland,2020-06-25,65337,3108,4810,57419,NA
Massachusetts,2020-06-25,107611,7937,NA,99674,NA
Michigan,2020-06-25,68555,6114,49290,13151,NA
Minnesota,2020-06-25,33763,1432,29707,2624,NA
Mississippi,2020-06-25,23424,1011,17242,5171,NA
Missouri,2020-06-25,19557,995,NA,18138,NA
Montana,2020-06-25,766,21,571,174,NA
Nebraska,2020-06-25,18221,257,12099,5865,NA
Nevada,2020-06-25,13528,489,666,12373,NA
New Hampshire,2020-06-25,5598,347,4316,935,NA
New Jersey,2020-06-25,170683,13076,29627,127189,NA
New Mexico,2020-06-25,10990,480,4874,5636,NA
New York,2020-06-25,389666,31096,69710,288699,NA
North Carolina,2020-06-25,56527,1325,36921,18281,NA
North Dakota,2020-06-25,3362,78,3044,240,NA
Ohio,2020-06-25,46759,2521,NA,44004,NA
Oklahoma,2020-06-25,11510,372,8144,2994,NA
Oregon,2020-06-25,7444,195,2604,4645,NA
Pennsylvania,2020-06-25,87736,6528,64502,16665,NA
Rhode Island,2020-06-25,16606,958,1573,14121,NA
South Carolina,2020-06-25,27897,683,12317,14897,NA
South Dakota,2020-06-25,6419,84,5554,781,NA
Tennessee,2020-06-25,37235,556,24693,11986,NA
Texas,2020-06-25,129210,2383,72898,52964,NA
Utah,2020-06-25,18784,163,10334,8287,NA
Vermont,2020-06-25,1184,56,930,198,NA
Virginia,2020-06-25,59514,1661,7765,50088,NA
Washington,2020-06-25,30372,1266,NA,28576,NA
West Virginia,2020-06-25,2631,92,1855,684,NA
Wisconsin,2020-06-25,25763,757,20121,4885,NA
Wyoming,2020-06-25,1282,20,966,296,NA
Alabama,2021-06-25,549394,11328,NA,NA,2.061908211593137
Alaska,2021-06-25,71035,374,NA,NA,0.5265010206236362
Arizona,2021-06-25,891649,17875,NA,NA,2.004712616735958
Arkansas,2021-06-25,346952,5890,NA,NA,1.6976411722659042
California,2021-06-25,3812825,63405,NA,NA,1.6654580265288859
Colorado,2021-06-25,555569,6765,NA,NA,1.2176705323731165
Connecticut,2021-06-25,348993,8274,NA,NA,2.370821191255985
Delaware,2021-06-25,109620,1693,NA,NA,1.5444261995986135
District of Columbia,2021-06-25,49297,1141,NA,NA,2.3145424670872465
Florida,2021-06-25,2354416,37555,NA,NA,1.5950876990302478
Georgia,2021-06-25,1132329,21367,NA,NA,1.886995740637217
Hawaii,2021-06-25,37484,513,NA,NA,1.368583929143101
Idaho,2021-06-25,194609,2143,NA,NA,1.1011823708050499
Illinois,2021-06-25,1390140,25624,NA,NA,1.8432675845598283
Indiana,2021-06-25,752395,13819,NA,NA,1.8366682394221119
Iowa,2021-06-25,373371,6124,NA,NA,1.6401916592343808
Kansas,2021-06-25,318097,5139,NA,NA,1.615544943837886
Kentucky,2021-06-25,464199,7200,NA,NA,1.551058920850756
Louisiana,2021-06-25,479311,10717,NA,NA,2.2359178070188253
Maine,2021-06-25,68889,856,NA,NA,1.2425786410021922
Maryland,2021-06-25,461953,9729,NA,NA,2.106058408539397
Massachusetts,2021-06-25,709622,17984,NA,NA,2.5343069972464214
Michigan,2021-06-25,999052,20945,NA,NA,2.096487470121675
Minnesota,2021-06-25,604879,7654,NA,NA,1.2653770423506192
Mississippi,2021-06-25,320594,7391,NA,NA,2.3054080862399173
Missouri,2021-06-25,620792,9669,NA,NA,1.5575265145169397
Montana,2021-06-25,113471,1661,NA,NA,1.4638101365106504
Nebraska,2021-06-25,224206,2259,NA,NA,1.0075555515909476
Nevada,2021-06-25,330810,5664,NA,NA,1.7121610592182823
New Hampshire,2021-06-25,99392,1369,NA,NA,1.377374436574372
New Jersey,2021-06-25,1022094,26416,NA,NA,2.584498099000679
New Mexico,2021-06-25,205215,4334,NA,NA,2.111931389031016
New York,2021-06-25,2113046,53426,NA,NA,2.5382788637824256
North Carolina,2021-06-25,1011955,13408,NA,NA,1.3249601019808193
North Dakota,2021-06-25,110627,1558,NA,NA,1.4083361204769183
Ohio,2021-06-25,1110000,20444,NA,NA,1.820990990990991
Oklahoma,2021-06-25,456686,7384,NA,NA,1.6168658553141546
Oregon,2021-06-25,207558,2760,NA,NA,1.3297487931084324
Pennsylvania,2021-06-25,1215735,27627,NA,NA,2.27245246702612
Rhode Island,2021-06-25,152501,2727,NA,NA,1.7881849955082258
South Carolina,2021-06-25,596032,9805,NA,NA,1.6450459035756468
South Dakota,2021-06-25,124482,2029,NA,NA,1.6299545315788628
Tennessee,2021-06-25,866670,12543,NA,NA,1.4472636643705217
Texas,2021-06-25,2991189,52217,NA,NA,1.7456937692670038
Utah,2021-06-25,413008,2337,NA,NA,0.5658486034168829
Vermont,2021-06-25,24385,256,NA,NA,1.0498257125281936
Virginia,2021-06-25,679391,11381,NA,NA,1.6751767391678725
Washington,2021-06-25,449491,5898,NA,NA,1.3121508550782996
West Virginia,2021-06-25,163744,2876,NA,NA,1.7564002345124097
Wisconsin,2021-06-25,677186,8092,NA,NA,1.1949449634221616
Wyoming,2021-06-25,61847,740,NA,NA,1.196501042896179
Alabama,2020-06-26,33880,896,18866,13444,NA
Alaska,2020-06-26,830,12,513,288,NA
Arizona,2020-06-26,63281,1495,8139,53647,NA
Arkansas,2020-06-26,18062,240,12127,5695,NA
California,2020-06-26,207480,5800,NA,195306,NA
Colorado,2020-06-26,31479,1669,4392,25402,NA
Connecticut,2020-06-26,45994,4298,8053,33643,NA
Delaware,2020-06-26,10980,559,6646,3827,NA
District of Columbia,2020-06-26,10159,543,1182,8434,NA
Florida,2020-06-26,114018,3327,NA,110691,NA
Georgia,2020-06-26,71095,2745,NA,68350,NA
Hawaii,2020-06-26,851,17,686,148,NA
Idaho,2020-06-26,4865,90,3610,1165,NA
Illinois,2020-06-26,139434,6810,NA,132624,NA
Indiana,2020-06-26,43655,2518,33036,8033,NA
Iowa,2020-06-26,27373,696,17017,9660,NA
Kansas,2020-06-26,13107,262,747,12098,NA
Kentucky,2020-06-26,14617,546,3719,10352,NA
Louisiana,2020-06-26,53415,3164,39792,10459,NA
Maine,2020-06-26,3070,103,2512,455,NA
Maryland,2020-06-26,65777,3129,4874,57774,NA
Massachusetts,2020-06-26,107837,7962,NA,99875,NA
Michigan,2020-06-26,68989,6133,49290,13566,NA
Minnesota,2020-06-26,34123,1441,29854,2828,NA
Mississippi,2020-06-26,24516,1016,17242,6258,NA
Missouri,2020-06-26,20047,997,NA,18650,NA
Montana,2020-06-26,803,21,572,210,NA
Nebraska,2020-06-26,18346,260,12099,5987,NA
Nevada,2020-06-26,14859,495,682,13682,NA
New Hampshire,2020-06-26,5638,357,4358,923,NA
New Jersey,2020-06-26,171018,14872,29740,125584,NA
New Mexico,2020-06-26,11192,485,4984,5723,NA
New York,2020-06-26,390415,31140,70010,289104,NA
North Carolina,2020-06-26,57472,1336,36921,19215,NA
North Dakota,2020-06-26,3393,78,3064,251,NA
Ohio,2020-06-26,47651,2530,NA,44879,NA
Oklahoma,2020-06-26,11948,375,8507,3066,NA
Oregon,2020-06-26,7568,197,2649,4722,NA
Pennsylvania,2020-06-26,88201,6567,65340,16244,NA
Rhode Island,2020-06-26,16640,959,1588,14132,NA
South Carolina,2020-06-26,29022,693,12317,16012,NA
South Dakota,2020-06-26,6479,87,5592,800,NA
Tennessee,2020-06-26,38034,567,25280,12187,NA
Texas,2020-06-26,134997,2430,74496,57745,NA
Utah,2020-06-26,19374,164,10642,8568,NA
Vermont,2020-06-26,1191,56,938,197,NA
Virginia,2020-06-26,59946,1675,7818,50453,NA
Washington,2020-06-26,30866,1270,NA,29067,NA
West Virginia,2020-06-26,2694,92,1858,744,NA
Wisconsin,2020-06-26,26227,766,20557,4904,NA
Wyoming,2020-06-26,1326,20,996,310,NA
Alabama,2021-06-26,549934,11336,NA,NA,2.061338269683271
Alaska,2021-06-26,71035,374,NA,NA,0.5265010206236362
Arizona,2021-06-26,892236,17903,NA,NA,2.0065319041150547
Arkansas,2021-06-26,347254,5893,NA,NA,1.6970286879344805
California,2021-06-26,3814010,63439,NA,NA,1.6658582436857796
Colorado,2021-06-26,555971,6771,NA,NA,1.2178692773543944
Connecticut,2021-06-26,349120,8275,NA,NA,2.370245187901008
Delaware,2021-06-26,109636,1693,NA,NA,1.5442008099529352
District of Columbia,2021-06-26,49305,1141,NA,NA,2.31416692019065
Florida,2021-06-26,2365464,37772,NA,NA,1.5950876990302478
Georgia,2021-06-26,1132661,21369,NA,NA,1.8866192091013996
Hawaii,2021-06-26,37532,514,NA,NA,1.369498028349142
Idaho,2021-06-26,194690,2145,NA,NA,1.1017515023884124
Illinois,2021-06-26,1390432,25632,NA,NA,1.8434558468159536
Indiana,2021-06-26,752699,13822,NA,NA,1.8363250117244745
Iowa,2021-06-26,373450,6125,NA,NA,1.640112464854733
Kansas,2021-06-26,318352,5147,NA,NA,1.6167638337437804
Kentucky,2021-06-26,464388,7204,NA,NA,1.551289008329242
Louisiana,2021-06-26,479521,10723,NA,NA,2.2361898644689178
Maine,2021-06-26,68925,858,NA,NA,1.2448313384113163
Maryland,2021-06-26,462017,9730,NA,NA,2.105983113175489
Massachusetts,2021-06-26,709682,17985,NA,NA,2.534233642673761
Michigan,2021-06-26,999119,20959,NA,NA,2.097748116090276
Minnesota,2021-06-26,604971,7665,NA,NA,1.2670028811298393
Mississippi,2021-06-26,320837,7395,NA,NA,2.3049087231210863
Missouri,2021-06-26,621683,9673,NA,NA,1.555937672415041
Montana,2021-06-26,113529,1662,NA,NA,1.4639431334725048
Nebraska,2021-06-26,224226,2259,NA,NA,1.0074656819458938
Nevada,2021-06-26,331614,5667,NA,NA,1.7089145814109177
New Hampshire,2021-06-26,99403,1371,NA,NA,1.379234027142038
New Jersey,2021-06-26,1022443,26428,NA,NA,2.5847895677314043
New Mexico,2021-06-26,205290,4335,NA,NA,2.111646938477276
New York,2021-06-26,2113398,53435,NA,NA,2.5382819516248243
North Carolina,2021-06-26,1012343,13412,NA,NA,1.324847408437654
North Dakota,2021-06-26,110644,1558,NA,NA,1.4081197353674848
Ohio,2021-06-26,1110292,20445,NA,NA,1.826636596498939
Oklahoma,2021-06-26,456910,7384,NA,NA,1.616073187279771
Oregon,2021-06-26,207787,2761,NA,NA,1.3287645521615885
Pennsylvania,2021-06-26,1215889,27636,NA,NA,2.272904845754834
Rhode Island,2021-06-26,152514,2728,NA,NA,1.7886882515703475
South Carolina,2021-06-26,596144,9819,NA,NA,1.6470852679889425
South Dakota,2021-06-26,124496,2030,NA,NA,1.630574476288395
Tennessee,2021-06-26,866670,12543,NA,NA,1.4472636643705217
Texas,2021-06-26,2992812,52246,NA,NA,1.7457160690347406
Utah,2021-06-26,413317,2351,NA,NA,0.5688127998606397
Vermont,2021-06-26,24392,256,NA,NA,1.0495244342407346
Virginia,2021-06-26,679762,11396,NA,NA,1.6764691171321728
Washington,2021-06-26,449983,5902,NA,NA,1.3116051050817474
West Virginia,2021-06-26,163804,2876,NA,NA,1.7557568801738663
Wisconsin,2021-06-26,677252,8099,NA,NA,1.1958621015515642
Wyoming,2021-06-26,61951,740,NA,NA,1.1944924214298398
Alabama,2020-06-27,34903,907,18866,14410,NA
Alaska,2020-06-27,851,14,519,300,NA
Arizona,2020-06-27,66659,1536,8389,56734,NA
Arkansas,2020-06-27,18740,249,12127,6364,NA
California,2020-06-27,213752,5865,NA,200976,NA
Colorado,2020-06-27,31796,1673,4412,25695,NA
Connecticut,2020-06-27,46059,4307,8053,33699,NA
Delaware,2020-06-27,11017,561,6661,3849,NA
District of Columbia,2020-06-27,10185,546,1186,8453,NA
Florida,2020-06-27,122960,3366,NA,119594,NA
Georgia,2020-06-27,72995,2770,NA,70225,NA
Hawaii,2020-06-27,866,17,696,153,NA
Idaho,2020-06-27,4865,90,3712,1063,NA
Illinois,2020-06-27,140291,6847,NA,133444,NA
Indiana,2020-06-27,44140,2530,33396,8149,NA
Iowa,2020-06-27,27717,704,17313,9700,NA
Kansas,2020-06-27,13462,265,779,12418,NA
Kentucky,2020-06-27,14859,553,3730,10576,NA
Louisiana,2020-06-27,54769,3190,39792,11787,NA
Maine,2020-06-27,3102,103,2542,457,NA
Maryland,2020-06-27,66115,3142,4903,58070,NA
Massachusetts,2020-06-27,108070,8012,NA,100058,NA
Michigan,2020-06-27,69329,6134,49290,13905,NA
Minnesota,2020-06-27,34616,1446,30008,3162,NA
Mississippi,2020-06-27,25066,1022,17242,6802,NA
Missouri,2020-06-27,20576,1007,NA,19219,NA
Montana,2020-06-27,829,22,589,218,NA
Nebraska,2020-06-27,18524,266,12314,5944,NA
Nevada,2020-06-27,15240,498,684,14058,NA
New Hampshire,2020-06-27,5671,365,4381,925,NA
New Jersey,2020-06-27,171430,14914,29855,125815,NA
New Mexico,2020-06-27,11408,489,5047,5872,NA
New York,2020-06-27,391220,31181,70010,289868,NA
North Carolina,2020-06-27,59158,1348,36921,20889,NA
North Dakota,2020-06-27,3421,78,3090,253,NA
Ohio,2020-06-27,48638,2544,NA,45850,NA
Oklahoma,2020-06-27,12347,377,8817,3153,NA
Oregon,2020-06-27,7818,202,2649,4967,NA
Pennsylvania,2020-06-27,88925,6588,65808,16473,NA
Rhode Island,2020-06-27,16661,960,1600,14134,NA
South Carolina,2020-06-27,30335,694,13456,16185,NA
South Dakota,2020-06-27,6535,88,5652,795,NA
Tennessee,2020-06-27,39444,577,25753,13114,NA
Texas,2020-06-27,140671,2469,76282,61537,NA
Utah,2020-06-27,20050,166,11097,8787,NA
Vermont,2020-06-27,1198,56,941,201,NA
Virginia,2020-06-27,60570,1700,7868,51002,NA
Washington,2020-06-27,31422,1281,NA,29551,NA
West Virginia,2020-06-27,2730,92,1907,731,NA
Wisconsin,2020-06-27,26747,766,21174,4807,NA
Wyoming,2020-06-27,1368,20,1033,315,NA
Alabama,2021-06-27,549934,11336,NA,NA,2.061338269683271
Alaska,2021-06-27,71035,374,NA,NA,0.5265010206236362
Arizona,2021-06-27,892711,17914,NA,NA,2.0066964560759306
Arkansas,2021-06-27,347254,5893,NA,NA,1.6970286879344805
California,2021-06-27,3814890,63472,NA,NA,1.666339003221587
Colorado,2021-06-27,556542,6770,NA,NA,1.2164400889780107
Connecticut,2021-06-27,349120,8275,NA,NA,2.370245187901008
Delaware,2021-06-27,109657,1694,NA,NA,1.5448170203452585
District of Columbia,2021-06-27,49305,1141,NA,NA,2.31416692019065
Florida,2021-06-27,2365464,37772,NA,NA,1.5968114501002764
Georgia,2021-06-27,1133063,21393,NA,NA,1.88806800680986
Hawaii,2021-06-27,37596,516,NA,NA,1.3724864347270986
Idaho,2021-06-27,194690,2145,NA,NA,1.1017515023884124
Illinois,2021-06-27,1390432,25632,NA,NA,1.8434558468159536
Indiana,2021-06-27,752699,13822,NA,NA,1.8363250117244745
Iowa,2021-06-27,373532,6131,NA,NA,1.6413587055459773
Kansas,2021-06-27,318352,5147,NA,NA,1.6167638337437804
Kentucky,2021-06-27,464388,7204,NA,NA,1.551289008329242
Louisiana,2021-06-27,479521,10723,NA,NA,2.2361898644689178
Maine,2021-06-27,68964,858,NA,NA,1.2441273708021576
Maryland,2021-06-27,462078,9734,NA,NA,2.1065707521241004
Massachusetts,2021-06-27,709738,17987,NA,NA,2.5343154797967697
Michigan,2021-06-27,999119,20959,NA,NA,2.097748116090276
Minnesota,2021-06-27,605040,7671,NA,NA,1.2678500595001982
Mississippi,2021-06-27,320837,7395,NA,NA,2.3049087231210863
Missouri,2021-06-27,622472,9676,NA,NA,1.5544474289606598
Montana,2021-06-27,113529,1662,NA,NA,1.4639431334725048
Nebraska,2021-06-27,224226,2259,NA,NA,1.0074656819458938
Nevada,2021-06-27,331614,5667,NA,NA,1.7089145814109177
New Hampshire,2021-06-27,99403,1371,NA,NA,1.379234027142038
New Jersey,2021-06-27,1022680,26434,NA,NA,2.5847772519263112
New Mexico,2021-06-27,205290,4335,NA,NA,2.111646938477276
New York,2021-06-27,2113742,53440,NA,NA,2.5381054073770595
North Carolina,2021-06-27,1012343,13412,NA,NA,1.324847408437654
North Dakota,2021-06-27,110657,1559,NA,NA,1.408858002656859
Ohio,2021-06-27,1110546,20447,NA,NA,1.8262188148892529
Oklahoma,2021-06-27,456910,7384,NA,NA,1.616073187279771
Oregon,2021-06-27,207999,2763,NA,NA,1.32837177101813
Pennsylvania,2021-06-27,1216037,27642,NA,NA,2.2731216237663823
Rhode Island,2021-06-27,152514,2728,NA,NA,1.7886882515703475
South Carolina,2021-06-27,596144,9819,NA,NA,1.6470852679889425
